profile_id,sex,age,pr_interest_keyword_cd_1,pr_interest_keyword_cd_2,pr_interest_keyword_cd_3,ch_interest_keyword_cd_1,ch_interest_keyword_cd_2,ch_interest_keyword_cd_3
16503,M,4,P03,P04,P05,K01,K02,K03
16509,F,6,P04,,,K04,,
16513,M,5,P07,,,K03,,
16514,F,13,P02,,,K07,,
16515,M,4,P02,P04,P07,K08,,
16523,F,10,P02,P01,P06,K04,K07,K01
16537,M,2,P04,P06,P07,K01,K03,K08
16538,F,4,P07,P06,P08,K02,,
16560,M,2,P05,,,K08,,
16562,F,5,P07,P08,P02,K03,K06,K05
16573,F,6,P07,P03,P02,K01,K03,K06
16578,F,8,P02,P07,P08,K03,K01,K07
16579,F,7,P01,P03,P02,K03,K06,K09
16580,F,3,P02,P04,P06,K01,K02,K07
16581,F,4,P07,P06,P03,K01,K06,K08
16582,M,6,P01,P08,P03,K02,K05,K08
16584,M,6,P07,P05,,K01,K03,K09
16587,M,7,P02,P04,P07,K08,,
16593,M,5,P01,P07,P08,K01,K02,K03
16594,F,6,P01,P03,P07,K01,K02,K05
16601,M,5,P05,P07,P04,K01,K02,K08
16602,F,7,P06,P02,P04,K04,K01,K07
16603,F,3,P03,,,K01,K02,
16608,M,4,P07,P04,P02,K06,K01,K08
16609,F,4,P02,P03,P06,K01,K02,K03
16610,M,7,P01,P08,P06,K04,K03,K02
16618,F,5,P03,P02,P06,K01,K03,K04
16620,M,5,P08,P01,P03,K08,K04,K06
16624,M,7,P07,P08,P04,K02,K01,K08
16628,M,7,P06,P04,P01,K08,K09,K04
16629,F,5,P07,,,K09,,
16632,M,3,P06,,,K01,,
16636,F,4,P07,P04,P03,K01,K03,K06
16640,F,6,P06,,,K01,,
16645,M,4,P04,P07,,K08,,
16648,M,6,P02,P08,P07,K01,K08,K03
16662,M,7,P08,P01,P02,K03,,
16666,F,5,P03,P06,P02,K01,K03,K05
16674,M,7,P07,P08,P01,K03,K02,K04
16677,F,4,P05,P02,P03,K01,K02,K03
16680,M,6,P06,,,K08,K03,K02
16682,F,3,P02,P03,P04,K02,K01,K03
16687,F,2,P02,P04,P03,K01,K03,K08
16695,F,2,P02,P03,P06,K07,K02,K01
16699,M,7,P05,,,K09,,
16701,M,6,P01,P03,P02,K08,K07,K03
16703,M,6,P02,P03,P04,K01,K05,K08
16704,M,4,P06,P03,P02,K08,K03,K09
16707,F,4,P05,P02,,K01,K02,
16709,M,7,P01,P06,P03,K02,K03,K01
16710,F,4,P01,,,K01,,
16715,F,2,P07,,,K04,K02,K03
16717,F,6,P03,P02,P06,K01,K03,K06
16719,F,4,P02,P04,P05,K01,,
16720,M,3,P02,P03,P07,K01,K02,K08
16721,M,3,P03,P06,P02,K01,K02,K08
16722,F,3,P07,P05,,K01,K02,
16723,F,4,P01,,,K04,,
16725,F,2,P07,P02,P06,K01,K03,K02
16727,M,3,P06,P04,P05,K01,K09,K07
16730,M,6,P03,P06,P07,K01,K05,K06
16742,M,7,P01,P03,,K08,K02,
16744,F,6,P07,P08,P03,K03,K05,K06
16745,F,7,P01,P03,P05,K02,K05,K06
16747,F,8,P04,P06,P07,K03,K05,K04
16753,M,8,P04,P08,P05,K06,K09,K05
16761,F,11,P06,P03,P04,K01,K02,K04
16763,M,6,P03,,,K02,,
16778,M,7,P01,P03,P08,K02,K03,K04
16779,M,5,P02,P06,P05,K03,K04,K06
16783,M,6,P04,P06,P03,K08,K01,K03
16790,F,3,P06,P02,P07,K07,K01,K04
16791,M,9,P08,,,K09,,
16797,F,4,P02,P03,P07,K03,K07,K01
16801,M,8,P03,P01,P08,K04,,
16804,M,4,P01,P06,P03,K02,K01,K06
16813,F,7,P07,P08,P01,K06,K05,K07
16817,F,4,P03,P02,P06,K01,K02,K03
16819,F,8,P02,P06,P07,K03,K04,K06
16823,M,4,P07,P05,P02,K01,K02,K08
16834,F,5,P06,P03,P02,K04,K01,K03
16836,M,3,P05,P03,P04,K01,K02,K08
16839,F,7,P01,,,K02,,
16841,F,5,P02,P04,P06,K01,K03,K05
16843,F,6,P02,P01,P06,K08,,
16851,F,10,P06,P07,P01,K02,K03,K04
16852,F,5,P02,P04,P07,K08,K06,K02
16854,M,8,P07,P06,P08,K01,K06,K03
16859,F,5,P07,,,K03,,
16862,F,10,P07,P08,P03,K04,K05,K06
16872,M,5,P03,P04,,K08,K01,
16877,F,7,P01,P06,P08,K05,K08,K03
16878,M,8,P07,P01,P08,K08,K05,K06
16881,M,6,P01,P03,P07,K04,K05,K03
16882,F,3,P04,P06,P05,K01,K02,K06
16883,M,5,P04,P03,P07,K01,K08,K05
16887,M,3,P06,P02,P07,K08,K02,K01
16890,F,5,P02,P05,P07,K03,K01,K08
16892,F,4,P06,P02,P05,K01,K03,K06
16893,F,6,P07,P08,P02,K01,K02,K04
16894,F,3,P06,P05,P07,K01,K03,K02
16898,M,6,P02,P07,P08,K02,K03,
16915,F,7,P06,P03,P05,K03,K04,K01
16917,F,8,P06,P02,P01,K04,K07,K05
16918,F,5,P02,P03,P07,K03,K02,K04
16929,F,10,P06,P08,P01,K04,K01,K09
16935,M,2,P02,P03,P05,K01,,
16936,F,5,P02,P03,P07,K03,K02,K01
16943,M,5,P06,P03,P05,K01,K03,K04
16946,M,3,P05,P02,P07,K01,,
16947,F,3,P05,P06,P02,K02,K01,K07
16948,F,2,P06,,,K01,,
16952,F,6,P01,P06,P07,K04,K07,K09
16973,M,5,P01,P02,P06,K06,K08,K01
16974,M,7,P01,P03,P02,K08,K04,K02
16976,M,4,P02,P03,,K01,K09,K08
16982,F,6,P03,P07,P08,K01,K03,K05
16990,F,3,P03,P04,P06,K01,K02,K07
16992,F,8,P03,,,K02,,
16993,M,2,P02,P05,P07,K02,K01,K06
17002,M,5,P03,P07,P01,K08,K03,K04
17004,M,5,P03,,,K02,K08,K03
17007,M,6,P04,,,K08,K03,K01
17009,M,4,P04,,,K08,,
17010,F,8,P07,P08,P02,K05,K06,K03
17011,M,7,P01,P07,P08,K07,K01,K02
17020,F,5,P07,P06,P02,K05,,
17021,M,8,P07,P08,,K06,K05,K08
17022,M,3,P02,P07,P05,K01,K08,K09
17023,F,3,P02,P06,P03,K03,K02,K01
17031,F,10,P06,P07,P08,K03,K04,K06
17035,F,8,P06,P04,P02,K06,K03,K01
17039,F,6,P01,P06,P07,K05,K06,K01
17040,M,3,P05,P06,P02,K01,K08,K09
17045,F,7,P06,P07,P01,K01,K03,K04
17048,M,7,P01,P05,P06,K02,K09,K03
17049,F,4,P03,P07,P08,K01,K03,K05
17051,M,7,P01,P02,P03,K03,K04,K08
17056,F,8,P06,P07,P05,K01,K02,K03
17060,M,3,P03,P04,P07,K01,K08,K09
17064,M,4,P08,P05,P06,K03,K09,K01
17066,M,4,P02,P04,P03,K01,K08,K09
17073,F,6,P02,P06,P04,K01,K08,K06
17075,F,10,P06,P07,P08,K05,K03,K04
17080,M,6,P03,P05,P04,K06,K08,K01
17083,M,5,P02,P06,,K08,K09,K02
17085,F,2,P06,,,K04,,
17096,F,6,P06,P05,P07,K04,K05,K06
17102,F,3,P06,,,K01,,
17105,F,6,P01,P02,P04,K03,K04,K07
17107,F,10,P05,P06,,K02,K04,K07
17110,M,6,P01,P03,P04,K04,K03,K08
17119,F,2,P06,,,K01,,
17120,F,3,P03,P06,P02,K01,K02,
17123,M,3,P04,P02,P03,K03,K02,K01
17126,F,7,P06,,,K03,,
17128,M,7,P01,P02,P07,K06,K03,K05
17130,F,4,P03,,,K02,K03,K08
17133,F,5,P02,P06,P07,K04,K05,K06
17135,F,10,P05,,,K09,,
17142,F,8,P06,P04,P02,K01,K07,K03
17147,M,9,P01,P08,P02,K02,K04,K01
17150,F,5,P02,P03,P08,K02,K03,K05
17154,M,4,P01,P02,P03,K01,,
17170,F,4,P02,P03,P04,K01,K06,K02
17171,F,7,P08,P07,P06,K03,K07,K06
17175,F,13,P05,,,K09,,
17176,M,5,P05,P03,,K02,K08,K09
17177,M,4,P06,,,K01,,
17179,F,2,P02,P06,,K01,K07,
17187,F,5,P01,P06,P07,K01,K05,K06
17188,M,7,P01,P02,P06,K03,K04,K08
17199,M,7,P02,P07,P08,K03,K07,K08
17200,M,10,P02,,,K04,K05,K08
17208,M,4,P02,P03,P05,K01,K02,K08
17209,M,6,P03,P05,P07,K01,K07,K03
17210,F,4,P02,,,K05,,
17216,F,3,P05,,,K01,,
17221,F,4,P02,P07,P06,K06,,
17225,F,4,P05,P07,P06,K01,K03,K06
17226,F,9,P01,P08,P02,K05,K03,K06
17227,F,7,P06,,,K02,,
17228,F,7,P03,P02,P07,K03,K01,
17235,F,2,P07,,,K04,K03,K08
17236,M,6,P04,P02,P01,K02,K01,
17249,F,4,P02,P03,P07,K03,K06,K01
17254,F,7,P07,P06,P05,K03,K06,K01
17255,F,6,P06,P07,P08,K06,K05,K03
17257,M,8,P05,P06,P07,K08,K03,K06
17263,M,5,P03,P06,P08,K05,K08,K06
17265,M,4,P08,P03,P06,K03,K05,K06
17278,F,10,P03,P06,P04,K02,K04,K07
17280,F,7,P07,P08,P01,K01,K06,K03
17283,M,7,P05,,,K08,,
17290,F,2,P01,P07,P04,K03,K01,K02
17293,F,6,P01,P07,P08,K04,K03,K06
17296,M,5,P05,P03,P07,K02,K06,K08
17297,M,7,P02,P07,P08,K06,,
17299,M,4,P04,P03,P02,K02,K09,K08
17305,M,7,P01,P03,P07,K01,K03,K06
17310,M,5,P03,,,K02,,
17311,M,7,P01,P07,P08,K05,K03,K06
17313,F,4,P02,P03,P07,K01,K02,K08
17322,M,4,P05,P06,,K01,,
17323,F,5,P03,P06,P07,K03,K04,K06
17331,M,6,P01,P04,P03,K02,K06,K05
17336,M,5,P02,P03,P07,K08,K04,K01
17341,M,3,P06,P02,P05,K01,K03,K08
17342,M,5,P07,P02,P01,K04,,
17344,F,10,P01,P06,P03,K02,K04,K07
17345,M,4,P03,P04,P06,K08,K02,K06
17352,M,1,P06,,,K01,,
17358,F,4,P07,P06,P02,K03,K08,K02
17360,M,6,P05,P07,P08,K09,K08,K03
17368,M,13,P05,,,K09,,
17375,M,5,P04,P06,P01,K01,K09,K03
17384,M,4,P03,P04,P02,K02,K03,K06
17389,M,5,P07,P01,P06,K05,K01,K08
17390,M,4,P06,,,K08,K02,K01
17393,M,4,P03,P04,,K01,K03,K08
17395,F,4,P06,P01,P07,K01,K06,K04
17397,M,6,P01,P05,P03,K02,K04,K08
17400,M,4,P03,P04,P07,K08,K09,K02
17405,F,5,P03,P02,P06,K02,K04,K03
17407,F,4,P02,P05,P06,K01,K09,K04
17408,M,7,P04,P07,P02,K02,K07,K04
17409,F,8,P01,,,K09,K03,
17418,F,6,P02,P06,P01,K04,K01,K02
17423,M,3,P02,P06,P05,K09,K01,K07
17424,M,10,P06,P05,,K02,K01,
17429,M,7,P08,P07,P01,K01,K05,K04
17432,F,4,P03,P06,P07,K03,K05,K06
17434,F,5,P06,P07,,K01,K06,K09
17436,F,3,P04,P07,P06,K01,K02,K07
17439,M,11,P01,P08,P07,K05,K02,K04
17440,M,10,P05,P06,P08,K03,K04,K09
17450,F,4,P04,P02,P03,K01,K02,K03
17454,M,3,P06,P02,P03,K01,K02,K08
17455,F,4,P02,,,K04,,
17462,F,6,P07,P08,P06,K03,K01,K06
17476,F,3,P06,P05,P04,K01,K06,K08
17477,M,6,P03,P06,P01,K08,,
17486,F,4,P06,P07,P03,K02,K01,K08
17489,M,5,P02,P05,P03,K04,K06,
17493,M,5,P03,P07,P02,K02,K05,K07
17494,F,2,P04,P07,P02,K01,K06,K03
17499,M,10,P01,P05,P06,K03,K04,K05
17507,M,5,P06,,,K02,K09,
17517,M,9,P01,P05,P03,K03,K06,K09
17527,F,5,P03,P08,P06,K01,K02,K03
17528,F,3,P04,,,K07,,
17531,M,4,P05,P04,P06,K08,K02,K01
17540,F,2,P07,,,K05,,
17541,F,5,P08,P02,P04,K06,K07,K03
17543,F,2,P01,P05,,K01,K02,K03
17550,M,2,P05,P03,P06,K01,K04,K02
17552,F,5,P07,P08,P02,K07,K01,K03
17556,M,5,P02,,,K06,,
17570,M,6,P04,P05,P06,K03,K08,K09
17571,F,11,P06,,,K03,,
17575,M,10,P07,P08,P01,K02,K03,K09
17581,F,9,P06,P03,P02,K01,K04,K03
17586,F,4,P02,P03,P05,K01,K02,K08
17591,F,4,P01,P07,P08,K02,K06,K01
17593,F,7,P01,P02,P04,K03,K01,K07
17594,M,5,P02,P07,P08,K03,K08,K05
17596,F,6,P01,P03,P06,K03,K04,K06
17599,F,3,P07,P06,P02,K02,K01,K03
17600,F,7,P01,P07,P08,K03,K01,K02
17601,F,1,P01,P02,P03,K01,K02,K03
17604,F,9,P02,,,K03,,
17605,M,8,P06,P05,P07,K03,K04,K06
17607,M,6,P06,,,K09,K08,
17610,F,5,P07,P04,P05,K01,K04,K07
17612,F,7,P02,P03,P01,K01,K03,K04
17616,M,9,P05,,,K09,,
17619,M,9,P06,,,K02,,
17623,F,5,P01,P07,P03,K06,K02,K03
17626,F,9,P08,P07,P01,K04,K06,K09
17628,F,7,P01,P03,P06,K06,K04,K03
17630,M,2,P06,P03,P02,K01,K02,K03
17635,F,4,P05,P03,P04,K01,K08,K02
17642,F,4,P04,P06,P02,K02,K01,K03
17644,M,8,P02,P04,P01,K01,K08,K09
17647,M,10,P05,P06,P07,K01,K03,K08
17656,F,6,P03,P01,P08,K01,K06,K09
17657,M,2,P07,,,K01,K08,
17664,M,5,P07,,,K08,,
17666,M,4,P05,,,K09,K08,K02
17670,F,5,P07,P04,P03,K02,K03,K01
17677,M,5,P02,P06,P03,K02,K04,K03
17683,M,10,P05,P06,P07,K01,K02,K06
17693,F,2,P03,P02,P06,K01,K02,K07
17699,M,7,P07,P08,P03,K03,K01,K09
17705,M,6,P03,P05,P07,K06,K03,K04
17706,F,8,P06,P07,P08,K01,K03,K05
17707,F,3,P06,P03,P05,K01,K03,K09
17712,M,3,P02,P04,,K01,K02,K09
17715,F,8,P02,P07,P04,K03,K06,K05
17717,M,5,P01,,,K02,K01,
17720,M,4,P02,P07,P04,K01,K02,K05
17730,F,6,P07,P05,P02,K04,K05,K02
17733,F,6,P06,P07,P05,K02,K01,K05
17734,F,9,P06,P07,P02,K07,K02,K04
17738,F,6,P05,P02,,K03,K09,K07
17743,F,5,P07,,,K03,,
17745,F,5,P07,P08,,K06,K05,K03
17753,M,5,P03,P02,P06,K02,K06,K08
17755,F,6,P03,P02,P06,K03,K05,K06
17756,M,2,P06,P07,P02,K01,K02,K07
17759,F,8,P06,P01,P03,K04,K09,K02
17760,F,7,P02,P06,P08,K07,K03,K04
17761,M,7,P03,P07,P08,K02,K08,K05
17762,M,3,P06,P02,P07,K01,K02,K03
17769,M,4,P05,P07,P08,K02,K08,K06
17777,F,3,P03,P05,P06,K01,K06,K02
17785,F,4,P03,P06,P02,K01,K03,K02
17786,F,5,P07,P03,P02,K03,K01,K02
17787,F,4,P07,,,K03,K01,
17799,M,3,P06,,,K08,,
17802,M,5,P04,P05,,K01,K08,K09
17804,M,7,P08,P07,P01,K01,K06,K05
17807,M,3,P01,P06,,K01,K02,K06
17812,F,6,P02,,,K02,K01,
17813,M,10,P01,P04,P05,K03,K04,K09
17816,F,5,P05,P06,P07,K01,K02,
17823,M,6,P07,P08,P01,K06,K08,K02
17826,M,9,P03,P07,P02,K01,K02,K08
17836,F,7,P06,P01,P05,K03,K04,K01
17842,F,7,P06,P07,P08,K01,K03,K05
17847,F,7,P01,P06,P08,K01,K04,K02
17850,F,5,P04,P07,P02,K01,K06,K05
17854,F,8,P02,P03,P06,K06,K04,K03
17857,F,7,P02,P06,P07,K06,K03,K04
17859,M,2,P06,,,K01,,
17867,F,7,P06,P08,P02,K04,,
17868,M,4,P05,P06,P04,K02,K01,K08
17871,F,5,P06,P07,P02,K01,K04,K03
17872,F,6,P06,P05,,K04,K09,
17879,F,5,P02,P03,P06,K01,K02,K03
17882,M,3,P05,P02,,K01,K03,
17892,F,5,P05,P02,P06,K01,K02,K09
17895,M,7,P05,P07,P01,K02,K03,K06
17900,F,5,P02,P04,P08,K01,K09,K02
17901,F,7,P01,P02,P08,K04,K05,K03
17905,F,9,P01,P03,P08,K01,K06,K03
17906,F,3,P02,P03,P07,K01,K02,K03
17908,F,4,P03,P04,P07,K01,K02,K03
17914,M,7,P01,P02,P07,K08,K05,K03
17918,F,3,P02,P04,P05,K01,K09,K02
17920,F,10,P03,P01,P02,K02,K04,K09
17932,M,6,P05,,,K05,,
17942,M,6,P04,P02,P07,K08,K01,
17944,M,9,P07,P01,P06,K05,K03,K06
17954,F,2,P06,,,K01,,
17957,F,8,P02,P06,P05,K04,K01,K03
17959,F,6,P06,P03,P02,K02,K04,K01
17963,M,4,P05,P02,P04,K08,K07,K01
17965,F,7,P05,P07,P06,K01,K03,K02
17969,M,4,P04,P07,P02,K01,K02,K08
17971,F,6,P04,P03,P02,K05,K03,K02
17981,M,6,P01,P03,P07,K01,K05,
17990,M,5,P01,P02,P03,K01,K02,K03
17994,F,4,P04,P07,P03,K02,K01,K08
17997,F,4,P06,,,K01,K06,K03
18000,M,5,P02,P04,P07,K01,K02,K03
18001,M,4,P08,P06,P07,K05,,
18009,F,3,P06,P05,P04,K01,K02,K03
18013,F,8,P02,,,K01,,
18015,M,3,P02,P05,P04,K01,K02,K08
18016,F,5,P02,P01,P05,K01,K02,K08
18019,F,6,P07,,,K06,,
18026,F,6,P03,P01,P02,K04,K08,K01
18034,M,3,P02,P04,P07,K03,K02,K01
18039,F,7,P01,P02,P06,K01,K03,K06
18041,M,4,P02,P03,P05,K03,K02,K01
18047,F,7,P06,,,K04,,
18049,M,5,P01,P06,P07,K01,K06,K09
18054,M,4,P07,,,K01,,
18055,F,6,P06,P05,P07,K08,K06,K02
18065,F,7,P04,,,K01,,
18066,F,5,P06,P03,P02,K01,K03,K07
18067,F,5,P07,P06,P02,K03,K05,K06
18068,F,4,P02,,,K03,K01,K04
18079,F,9,P03,P01,P06,K06,,
18091,M,7,P06,P03,P05,K03,K01,K07
18095,F,8,P02,,,K03,,
18096,F,7,P01,P03,P07,K06,K03,K04
18104,F,8,P07,P08,P01,K06,K03,K04
18108,F,4,P01,P02,P03,K06,K07,K05
18113,F,4,P01,,,K01,,
18114,M,5,P01,P08,P03,K03,K06,K05
18118,M,4,P07,P08,P02,K03,K05,K01
18121,F,5,P05,P03,P06,K05,K07,K01
18122,M,4,P06,P03,P07,K01,K03,K02
18126,M,5,P01,P03,P06,K03,,
18127,M,5,P01,P02,P03,K08,K03,
18128,F,3,P02,P05,P06,K01,K06,K09
18132,F,8,P02,P03,P08,K01,K05,K09
18134,F,1,P03,P06,P07,K02,K06,K03
18138,M,2,P03,P05,P06,K01,,
18140,M,7,P03,P07,P02,K02,K01,K08
18141,M,5,P02,,,K02,,
18143,F,5,P05,P07,P03,K01,K05,K07
18145,F,8,P08,P06,P02,K01,K05,K09
18146,F,8,P01,P02,P06,K01,K06,K04
18147,F,5,P06,P05,P07,K01,K03,K07
18151,F,4,P03,P06,P04,K05,K01,K02
18155,M,5,P08,P01,,K05,K06,K08
18161,M,2,P05,,,K04,,
18165,F,11,P03,P06,P07,K05,K02,K06
18169,F,7,P01,P07,P06,K04,K06,K03
18173,M,7,P04,P05,,K03,K01,K06
18175,M,5,P02,P04,,K01,K08,K03
18189,M,5,P03,P06,P07,K03,K02,K09
18191,F,5,P02,P08,P07,K01,K07,K09
18192,F,4,P02,P04,P07,K09,K03,K04
18195,M,7,P01,P03,P05,K02,K03,K05
18196,M,5,P03,P01,P07,K03,K06,K01
18198,M,6,P03,P06,P04,K08,K01,K02
18205,F,7,P06,,,K04,,
18207,M,6,P02,P06,P03,K04,K01,K03
18209,F,1,P01,P05,P03,K02,K08,K09
18222,F,5,P03,P05,P02,K06,K02,K03
18229,F,5,P02,P03,P07,K01,K02,K03
18237,F,10,P08,P01,,K04,,
18238,M,9,P06,,,K08,,
18239,F,4,P02,P04,,K01,,
18241,F,5,P06,,,K01,,
18247,M,7,P05,P01,P03,K02,K08,K09
18251,F,4,P05,P02,P04,K08,K01,K03
18254,F,6,P01,P07,P06,K03,,
18258,M,1,P04,P02,P08,K08,K09,K03
18262,M,5,P07,,,K08,,
18263,F,5,P02,P06,P07,K03,K06,K05
18265,M,5,P04,,,K01,,
18267,M,6,P01,P07,P02,K04,K03,K06
18269,M,8,P01,P07,P06,K03,K06,K05
18274,M,4,P06,P03,P04,K01,K08,K02
18278,F,1,P06,P07,,K02,K07,K08
18281,F,4,P02,P05,,K02,,
18286,M,6,P02,P06,P04,K02,K03,K08
18292,M,3,P03,P06,P02,K01,K05,K09
18296,F,6,P02,,,K01,,
18298,F,5,P05,,,K08,,
18299,F,13,P01,P06,P08,K03,,
18301,M,3,P01,P02,P03,K01,K02,K03
18302,F,6,P04,P02,P08,K03,K06,K04
18303,M,7,P01,P03,P04,K01,K03,K06
18312,M,8,P07,P08,P03,K03,K06,K07
18315,F,3,P03,P06,P05,K02,K01,K03
18321,F,5,P07,P01,P02,K01,K06,K07
18323,M,3,P02,P04,P07,K01,K07,K09
18324,F,6,P08,P07,P06,K06,K05,K04
18331,F,6,P01,P03,P02,K03,K06,K05
18332,F,6,P01,P06,P03,K01,K03,K04
18343,M,7,P07,P06,P08,K06,,
18345,M,5,P05,P06,,K09,K03,K02
18348,M,4,P02,P03,P07,K01,K02,K08
18349,M,6,P02,,,K03,K02,K01
18352,M,8,P03,,,K05,,
18353,F,8,P01,P06,P08,K07,K03,K06
18363,F,5,P05,P06,P03,K01,K03,K04
18367,M,4,P07,P03,P06,K01,K03,K06
18368,F,7,P02,P07,P06,K01,K05,K03
18370,F,10,P06,,,K01,K03,K04
18373,F,6,P07,P05,P06,K03,,
18385,F,5,P08,P06,P07,K01,K02,K03
18386,M,6,P01,P07,P05,K08,K03,K05
18388,M,4,P03,,,K03,,
18389,M,4,P03,P02,P04,K03,K01,K02
18395,M,4,P02,P03,P07,K01,K08,K05
18405,M,3,P06,P07,P04,K01,,
18410,F,6,P06,,,K04,,
18419,F,1,P08,P07,,K09,,
18421,M,4,P05,P07,P04,K01,K09,K02
18427,F,3,P02,P06,P04,K02,K01,K03
18428,F,4,P03,P02,P01,K01,K02,K03
18436,F,4,P05,P04,,K02,K09,
18439,M,8,P01,P03,P02,K02,K03,K06
18445,M,6,P04,,,K09,,
18452,M,5,P08,P04,P03,K03,K08,K07
18455,M,2,P03,P06,P07,K09,K07,K01
18464,F,5,P03,P01,P06,K01,,
18465,M,5,P01,P03,P02,K06,K05,K03
18467,M,5,P04,P02,P06,K01,K03,K05
18470,F,8,P06,,,K04,,
18471,M,6,P02,P07,P08,K02,K05,K08
18472,M,4,P05,P07,P06,K04,K02,K01
18474,F,2,P03,P02,P05,K01,K03,K07
18479,M,8,P06,P05,P01,K04,K02,K06
18486,M,12,P01,P07,P03,K06,K05,K02
18494,F,7,P03,P06,P02,K04,K03,K02
18495,M,4,P03,P05,P04,K08,,
18496,F,7,P03,,,K04,,
18498,M,3,P07,P06,,K01,,
18506,M,8,P07,P03,P05,K01,K08,K05
18510,F,6,P06,P02,P07,K05,,
18516,M,2,P06,P05,,K01,,
18518,M,4,P05,P06,P03,K01,K08,K09
18519,M,4,P02,P03,P04,K02,K07,K08
18524,F,8,P01,,,K04,,
18526,M,1,P06,,,K02,,
18530,F,3,P05,P06,,K01,K03,
18532,F,4,P02,P01,P05,K01,K03,K07
18537,F,4,P06,,,K04,,
18539,F,4,P02,P05,P07,K01,K07,K05
18541,M,9,P08,P07,P01,K05,K09,K06
18542,M,5,P02,P03,P04,K07,K03,K01
18543,F,12,P01,P03,P06,K04,K06,K02
18548,M,7,P01,P03,P07,K02,K03,K08
18550,M,7,P01,P06,P08,K04,K05,K06
18551,F,5,P07,P02,P08,K01,K03,K06
18564,F,4,P07,,,K02,,
18565,M,9,P01,P03,P08,K04,K02,K08
18569,F,8,P02,P05,P07,K02,K04,K05
18570,M,5,P07,P08,P05,K03,K02,K06
18572,F,3,P03,,,K01,,
18573,M,4,P03,,,K01,K08,
18582,F,8,P07,P08,P06,K03,K05,K02
18595,M,8,P06,P08,P02,K03,K05,K07
18601,F,4,P06,P07,P03,K03,K01,K06
18606,F,3,P05,P07,P06,K01,K02,K07
18607,F,5,P02,P03,P07,K01,K03,K07
18627,F,2,P03,P06,P02,K01,K06,K09
18630,F,6,P03,P06,P07,K03,K01,K08
18632,F,9,P03,,,K09,,
18637,M,9,P05,P02,P04,K09,K03,K02
18638,M,4,P06,P01,P05,K01,K02,K07
18639,F,2,P07,P04,P06,K01,K02,
18642,F,5,P06,P05,P04,K01,K06,K03
18644,F,6,P02,P08,P07,K01,K06,K05
18645,F,4,P03,P02,P08,K04,K01,K03
18646,M,3,P02,P05,P06,K01,K08,K09
18649,M,2,P07,P05,P06,K05,K01,K08
18651,F,1,P07,,,K04,,
18656,M,5,P01,P02,P05,K03,,
18657,M,5,P01,P05,P06,K02,K08,K09
18662,F,7,P01,P02,P06,K03,K04,K05
18663,M,6,P03,P05,P01,K02,K05,K08
18667,F,7,P06,P03,P02,K03,K01,K04
18668,F,8,P01,,,K04,,
18669,M,5,P06,P07,P03,K01,K03,K02
18677,F,7,P07,P06,P03,K03,K05,K04
18681,M,5,P06,,,K02,,
18682,F,5,P06,P07,P04,K04,K03,K05
18683,F,5,P07,P08,P02,K05,K07,K04
18685,M,6,P02,P06,P01,K02,,
18691,F,10,P01,P03,P08,K02,K07,K09
18697,F,9,P02,P06,P08,K02,K06,K07
18698,F,6,P04,P07,P08,K09,K03,K01
18702,F,6,P02,P06,P03,K01,K03,K06
18705,F,7,P06,,,K01,K04,K02
18706,M,7,P01,P02,P07,K03,K07,K08
18710,M,5,P01,P07,P04,K08,K09,K01
18713,F,7,P06,,,K02,,
18717,M,7,P06,P07,P08,K02,K04,K08
18725,M,7,P02,P05,P04,K02,K01,K06
18731,M,5,P02,P04,P07,K01,K03,K09
18738,F,3,P07,P03,P02,K01,K02,K03
18742,F,3,P07,P02,,K01,K06,
18745,F,9,P08,,,K04,,
18748,F,6,P07,P08,P03,K02,K03,K05
18756,M,4,P03,P06,P02,K01,K08,K02
18760,F,4,P05,,,K01,,
18761,F,6,P01,P02,P06,K04,K07,K09
18765,F,6,P06,P01,P03,K01,K04,K03
18771,M,4,P05,,,K08,K09,
18774,F,4,P02,P06,P08,K06,K01,K08
18779,F,3,P03,P04,P02,K02,K01,K06
18792,M,6,P07,P08,P02,K06,K05,K01
18796,F,3,P02,P05,,K01,,
18797,M,5,P06,P07,P02,K06,,
18798,M,5,P06,P07,P05,K01,K02,K08
18802,F,4,P06,,,K02,K03,K01
18806,M,8,P06,P03,P02,K09,K01,K04
18811,F,5,P06,,,K01,K03,
18812,M,7,P07,P01,P06,K02,K08,K09
18813,F,7,P05,P06,P07,K03,K07,K01
18814,M,7,P04,P07,P02,K03,K04,K07
18827,M,2,P07,P04,P05,K01,K02,K08
18835,M,6,P05,,,K02,K08,K01
18839,M,4,P03,P02,P07,K08,K01,K02
18846,M,2,P05,,,K08,,
18847,F,4,P06,,,K01,,
18850,F,3,P07,P02,P06,K01,,
18853,F,9,P07,P08,P06,K06,K01,K05
18856,F,4,P03,P06,P02,K01,K02,K03
18857,M,6,P01,P03,P08,K02,K05,K06
18858,M,10,P06,P03,P01,K01,K02,K07
18860,M,4,P03,P07,P04,K02,K08,K01
18864,F,7,P04,P02,P08,K01,K02,K06
18865,F,6,P03,P02,P07,K03,K07,K02
18866,F,2,P04,P05,,K01,K04,
18867,F,9,P03,P06,P02,K03,K06,K04
18875,M,5,P03,,,K02,,
18880,M,6,P01,P03,P08,K05,K06,K09
18884,F,3,P02,P04,P06,K01,K02,K07
